date,recycle Acids,recycle Adhesives,recycle Adult Toys,recycle Aerosol Cans - Full,recycle Air Conditioners,recycle Alkaline Batteries,recycle Aluminum Beverage Cans,recycle Aluminum Foil,recycle Aluminum Food Cans,recycle Aluminum Pie Plates,recycle Aluminum Trays,recycle Ammunition,recycle Antifreeze,recycle Arts and Crafts Supplies,recycle Asbestos,recycle Asphalt,recycle Audio Equipment,recycle Auto Bodies,recycle Auto Parts,recycle Baby Products,recycle Blue Glass Containers,recycle Boomboxes,recycle Brake Fluid,recycle Branches,recycle Brick,recycle Brown Glass Beverage Containers,recycle Brown Glass Containers,recycle Brush,recycle Button Cell Batteries,recycle CD Cases,recycle CD Players,recycle CDs,recycle CFLs,recycle CRT Computer Monitors,recycle CRT Televisions,recycle Cables,recycle Calculators,recycle Candy Wrappers,recycle Car Batteries,recycle Car Fluids,recycle Carpet,recycle Carpet Padding,recycle Cassette Players,recycle Cassette Tapes,recycle Ceiling Tiles,recycle Cell Phone Accessories,recycle Cell Phones,recycle Ceramic Tile,recycle Chemistry Sets,recycle Chip Bags,recycle Christmas Trees,recycle Cigarettes,recycle Clear Glass Beverage Containers,recycle Clear Glass Containers,recycle Clothing,recycle Compostable Plastics,recycle Computer Peripherals - External,recycle Computer Peripherals - Internal,recycle Concrete,recycle Construction Debris,recycle Construction Materials,recycle Contaminated Soil,recycle Contaminated Wood,recycle Controlled Substances,recycle Cooking Oil,recycle Cookware,recycle Corks,recycle Corrugated Cardboard,recycle Crayons,recycle Curling Irons,recycle DVD Players,recycle DVDs,recycle Dehumidifiers,recycle Desktop Computers,recycle Digital Cameras,recycle Dirt,recycle Doors,recycle Drink Boxes,recycle Drink Pouches,recycle Electronic Servers,recycle Engine Degreasers,recycle Envelopes,recycle Exit Signs,recycle Explosives,recycle Eyeglasses,recycle Fabric,recycle Ferrous Metals,recycle Fertilizers,recycle Fire Extinguishers,recycle Flip-Flops,recycle Floppy Disks,recycle Fluorescent Tubes,recycle Freezers,recycle Fungicides,recycle GPS Systems,recycle Game Consoles,recycle Garden Tools,recycle Gas Cylinders,recycle Gas/Oil Mixture,recycle Gasoline,recycle Gypsum Drywall,recycle HHW,recycle Hair,recycle Hair Dye,recycle Hair Spray,recycle Halogen Bulbs,recycle Hard Drives,recycle Hardware,recycle Hay,recycle Heaters,recycle Lead Paint Chips,recycle Lead-acid Batteries - Non-automotive,recycle Leaves,recycle Lice Shampoo,recycle Light Fixtures,recycle Lighter Fluid,recycle Lighting Ballasts,recycle Linens,recycle Linoleum,recycle Lithium Batteries,recycle Lithium-ion Batteries,recycle Lumber,recycle MP3 Players,recycle Magazines,recycle Manure,recycle Marine Batteries,recycle Mattresses,recycle Medical Equipment - Handheld,recycle Medical Equipment - Large,recycle Medical Sharps,recycle Metal Tags,recycle Microwaves,recycle Mixed Paper,recycle Motor Oil,recycle Motor Oil Containers,recycle Multi-wall Paper Bags,recycle Musical Instruments - Metal,recycle Musical Instruments - Non-metal,recycle Nail Polish,recycle Nail Polish Removers,recycle Neon Lights,recycle Newspaper,recycle Nickel-cadmium Batteries,recycle Nickel-metal Hydride Batteries,recycle Nickel-zinc Batteries,recycle Non-Organic Food Waste,recycle Nonferrous Metals,recycle Office Furniture,recycle Office Machines,recycle Office Paper,recycle Office Supplies,recycle Oil Filters,recycle Oil-Based Paint,recycle Organic Food Waste,recycle Ornaments,recycle Pagers,recycle Paint Strippers,recycle Paint Thinners,recycle Pallets,recycle Paper Cups,recycle Perfumes,recycle Pesticide Containers,recycle Pesticides,recycle Phone Books,recycle Photographic Chemicals,recycle Pizza Boxes,recycle Plastic Bottle Accessories,recycle Plastic Buckets,recycle Plastic Cards,recycle Plastic Egg Cartons,recycle Pool Chemicals,recycle Porcelain Products,recycle Power Steering Fluid,recycle Power Tools,recycle Printers,recycle Projectors,recycle Propane Tanks,recycle Radiators,recycle Receivers,recycle Record Players,recycle Refrigerators,recycle Road Flares,recycle Roofing Materials,recycle Sand,recycle Sawdust,recycle Scanners,recycle Sealers,recycle Shingles,recycle Shoes,recycle Silver-oxide Batteries,recycle Six-pack Rings,recycle Small Appliances,recycle Smoke Detectors,recycle Solvents,recycle Sporting Goods,recycle Steel Cans,recycle Steel Lids,recycle Stone,recycle String Lights,recycle Stumps,recycle Surfboards,recycle Synthetic Cork,recycle Tablets,recycle Telephones,recycle Television Accessories,recycle Tennis Balls,recycle Tile,recycle Tires,recycle Toasters,recycle Toner Cartridges,recycle Tools,recycle Toothbrushes,recycle Toothpaste Tubes,recycle Toys,recycle Transmission Fluid,recycle Trophies,recycle Truck Tires,recycle Two-Way Radios,recycle Typewriters,recycle Tyvek Envelopes,recycle VCRs,recycle Vacuum Cleaners,recycle Varnish,recycle Vehicles,recycle Video Game Cartridges,recycle Video Game Peripherals,recycle Video Tapes,recycle Vinyl Records,recycle Washer/Dryers,recycle Water Filters,recycle Weeds,recycle Wet-strength Paperboard,recycle Windows,recycle Wood,recycle Wood Chips,recycle Wood Furnishings,recycle Wood Stains,recycle X-rays,recycle Yard Waste,recycle Yoga Mats
2015-04-05,0,0,0,31,0,30,0,46,0,0,0,0,24,0,0,27,0,0,27,0,0,0,0,0,39,0,0,0,0,0,0,36,0,0,0,0,0,0,25,0,39,0,0,23,0,0,53,0,0,0,0,0,0,0,16,0,0,0,36,0,0,0,0,0,24,33,0,0,0,0,0,0,0,0,0,25,25,0,0,0,0,31,0,0,94,33,0,0,24,0,20,70,0,0,0,0,0,0,0,60,0,0,53,0,0,0,28,42,0,28,0,0,25,0,0,0,0,0,0,54,0,25,0,62,0,0,23,0,0,0,0,24,0,32,0,0,0,0,63,0,0,29,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,14,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,29,0,91,0,0,0,62,0,0,31,0,0,0,0,36,0,0,58,0,0,0,0,0,31,0,0,0,0,0,0,0,0,25,51,0,46,30,30,30,30,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,10,0,0,0,0,48,0
2015-04-12,0,0,0,46,0,30,0,45,0,0,0,0,48,0,0,0,0,0,54,0,0,0,0,0,39,0,0,23,0,0,0,26,0,0,0,24,0,0,24,0,35,0,0,23,0,0,47,0,0,16,0,0,0,0,18,0,0,0,41,0,0,0,0,0,72,0,0,0,32,0,0,0,0,0,0,25,26,0,0,0,0,0,0,0,0,98,0,0,0,0,0,20,0,0,0,0,0,0,0,59,0,0,39,0,0,0,41,28,0,41,0,0,50,0,0,0,0,0,0,53,0,49,0,73,0,0,0,0,0,0,0,24,0,47,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,47,0,47,0,0,0,0,0,0,29,0,0,0,0,40,0,19,0,0,0,0,0,0,0,0,38,0,45,0,0,0,31,0,0,31,0,0,0,0,26,0,0,69,0,0,0,30,0,31,0,0,0,0,49,0,0,0,12,46,0,38,30,30,0,59,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,79,25,0,0,0,0,24,0
2015-04-19,0,0,0,0,0,60,0,50,0,0,0,0,36,0,0,27,0,0,80,0,0,0,0,0,39,0,0,23,0,46,0,26,0,0,0,24,0,0,0,0,46,0,0,23,0,0,62,0,0,16,0,0,0,0,18,0,0,0,29,0,0,0,0,0,24,0,32,0,48,0,0,34,0,0,0,51,25,0,0,0,0,31,0,0,41,24,0,0,0,0,0,59,0,0,0,0,0,0,0,79,0,0,52,0,0,27,27,37,0,27,0,0,25,0,0,0,0,0,0,53,0,24,0,49,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,21,0,0,0,0,40,0,32,0,0,0,0,0,0,0,0,76,0,30,0,0,0,30,0,0,31,0,0,0,0,56,0,0,34,0,0,0,30,0,91,0,0,0,0,0,0,0,0,19,100,0,31,29,0,30,89,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,68,19,0,0,0,0,55,0
2015-04-26,0,0,0,0,0,30,0,30,0,0,0,0,24,0,0,80,0,0,63,0,0,0,0,0,0,0,0,23,0,23,0,26,0,0,0,25,0,0,24,0,23,0,0,23,0,0,68,0,0,0,5,0,0,0,19,0,0,0,44,0,0,0,0,0,24,0,32,32,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,33,0,0,0,0,20,40,0,0,0,0,0,0,0,40,0,0,39,0,0,28,0,46,0,28,0,0,50,0,0,0,0,0,0,27,0,48,0,37,0,0,23,0,0,0,0,0,0,56,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,32,0,61,0,0,0,30,0,0,31,0,0,0,0,46,0,0,35,34,0,0,46,0,46,0,0,0,0,0,0,0,0,29,63,0,25,40,0,0,30,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,66,15,0,0,0,0,59,0
2015-05-03,0,0,0,0,0,46,0,31,0,0,0,0,25,0,0,0,0,0,55,0,0,0,0,0,80,0,0,23,0,23,0,18,0,0,0,0,0,0,25,0,47,0,0,24,0,0,40,0,0,0,0,0,0,0,13,0,0,0,30,0,0,0,0,0,25,0,66,0,33,0,0,35,0,0,0,35,26,0,0,0,0,32,0,0,64,33,0,0,0,0,0,20,0,0,0,0,0,0,0,41,0,0,44,0,0,0,38,38,0,28,0,0,0,0,0,0,0,0,0,28,0,0,0,25,0,0,23,0,0,0,0,37,0,98,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,97,0,0,0,0,0,0,22,0,0,0,0,41,0,39,0,0,0,0,0,0,0,0,33,0,31,0,0,0,0,0,0,31,0,0,0,0,16,0,0,0,0,0,0,0,0,31,0,0,0,0,100,0,0,0,0,52,0,21,30,30,0,30,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,64,15,0,0,0,0,49,0
2015-05-10,0,0,0,32,0,79,0,31,0,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,41,0,0,0,0,48,0,18,0,0,0,25,0,0,38,0,0,0,0,24,0,0,60,0,0,0,0,0,0,0,14,0,0,0,83,0,0,0,0,0,25,0,0,0,34,0,0,36,0,0,0,54,27,0,0,0,0,65,0,0,32,26,0,0,0,0,21,21,0,0,0,0,0,0,0,41,0,0,27,0,0,0,29,86,0,0,0,0,26,0,0,0,0,0,0,56,0,25,0,51,0,0,23,0,0,0,0,25,0,62,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,30,0,47,0,0,0,0,0,0,32,0,0,0,0,48,0,0,0,0,0,0,48,0,48,0,0,0,0,0,0,0,0,20,53,0,26,0,0,0,62,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,36,12,0,0,0,0,25,0
2015-05-17,0,0,0,0,0,32,0,32,0,0,0,0,0,0,0,48,0,0,57,0,0,0,0,0,41,0,0,0,0,24,0,37,0,0,0,39,0,0,52,0,41,0,0,37,0,0,61,0,0,17,0,0,0,0,19,0,0,0,44,0,0,0,0,0,0,0,34,34,0,0,0,37,0,0,0,27,41,0,0,0,0,66,0,0,33,52,0,0,0,0,21,73,0,0,0,0,0,0,0,84,0,0,28,0,0,0,29,39,0,58,0,0,0,0,0,0,0,0,0,57,0,0,0,52,0,0,0,0,0,0,0,25,0,38,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,43,0,41,0,0,0,0,0,0,0,0,34,0,64,0,0,0,65,0,0,65,0,0,0,0,33,0,0,36,37,0,0,0,0,32,0,0,0,0,52,0,0,0,0,84,0,47,0,31,31,31,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,11,0,0,0,0,37,0
2015-05-24,0,0,0,33,0,33,0,49,0,0,0,0,26,0,0,0,0,0,88,0,0,0,0,0,43,0,0,25,0,37,0,19,0,0,0,0,0,0,66,0,25,0,0,25,0,0,17,0,0,0,0,0,0,0,8,0,0,0,26,0,0,0,0,0,26,0,0,0,0,0,0,38,0,0,0,0,28,0,0,0,0,34,0,0,34,27,0,0,27,0,22,58,0,0,0,0,0,0,0,43,0,0,42,0,0,0,0,30,0,30,0,0,27,0,0,0,0,0,0,29,0,27,0,67,0,0,24,0,0,0,0,0,0,26,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,52,0,99,0,0,0,34,0,0,67,0,0,0,0,62,0,0,0,37,0,0,0,0,50,0,0,0,0,0,0,0,0,0,55,0,48,32,32,32,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,52,16,0,0,0,0,60,0
2015-05-31,0,0,0,33,0,54,0,32,0,0,0,0,0,0,0,29,0,0,58,0,0,0,0,0,56,0,0,0,0,24,0,38,0,0,0,26,0,0,52,0,0,0,0,61,0,0,67,0,0,0,0,0,0,0,8,0,0,0,38,0,0,0,0,0,38,51,34,0,0,0,0,37,0,0,0,0,27,0,0,0,0,50,0,0,33,52,0,0,26,0,0,42,0,0,0,0,0,0,0,56,0,0,28,0,0,0,0,69,0,0,0,0,27,0,0,0,0,0,0,0,0,26,0,65,0,0,24,0,0,0,0,25,0,34,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,48,0,97,0,0,0,33,0,0,65,0,0,0,0,44,0,0,37,37,0,0,0,0,33,0,0,0,0,0,0,0,0,13,63,0,36,32,0,0,63,0,26,0,0,0,0,0,0,0,49,0,0,0,0,0,37,0,0,82,12,0,0,0,0,42,0
2015-06-07,0,0,0,66,0,50,0,33,0,0,0,0,0,0,0,58,0,0,73,0,0,0,0,0,84,0,0,25,0,0,0,77,0,0,0,0,0,0,44,0,51,0,0,25,0,0,57,0,0,17,6,0,0,0,13,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,34,0,0,51,40,0,0,26,0,22,32,0,0,0,0,0,0,0,86,0,0,28,0,0,0,30,60,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,54,0,0,24,0,0,0,0,26,0,39,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,44,0,21,0,0,0,0,0,0,0,0,21,0,33,0,0,0,33,0,0,66,0,0,0,0,34,0,0,75,37,0,0,0,0,33,0,0,0,0,0,0,0,0,14,41,0,21,48,0,0,65,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,84,10,0,0,0,0,43,0
2015-06-14,0,0,0,100,0,54,0,33,0,0,0,0,26,0,0,29,0,0,68,0,0,0,0,0,0,0,0,37,0,25,0,48,0,0,0,26,0,0,26,0,25,0,0,0,0,0,68,0,0,17,0,0,0,0,11,0,0,0,38,0,0,0,0,0,52,0,35,0,0,0,0,37,0,0,0,55,28,0,0,0,0,0,0,0,34,26,0,0,0,0,21,54,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,60,0,0,0,0,27,0,0,0,0,0,0,0,0,27,0,0,0,0,36,0,0,0,0,39,0,26,0,0,0,0,100,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,31,0,0,0,43,0,21,0,0,0,0,0,0,0,0,48,0,33,0,0,0,33,0,0,33,0,0,0,0,45,0,0,0,0,0,0,0,0,33,0,0,0,0,52,0,0,0,0,36,0,41,32,0,0,32,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,85,14,0,0,0,0,51,0
2015-06-21,0,0,0,34,0,33,0,0,0,0,0,0,26,0,0,59,0,0,44,0,0,0,0,0,42,0,0,0,0,0,0,39,0,0,0,0,0,0,26,0,50,0,0,25,0,0,45,0,0,0,0,0,0,0,6,0,0,0,38,0,0,0,0,0,26,0,0,35,35,0,0,75,0,0,0,27,41,0,0,0,0,33,0,0,34,40,0,0,27,0,0,32,0,0,0,0,0,0,0,43,0,0,28,0,0,30,30,45,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,40,0,0,0,0,0,0,0,0,0,64,0,0,0,0,67,0,0,21,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,15,0,0,0,0,44,0,52,0,0,0,0,0,0,0,0,21,0,50,0,0,0,33,0,0,33,0,0,0,0,33,0,0,38,0,0,0,0,0,100,0,0,0,0,0,0,0,0,14,41,0,36,32,0,0,32,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,65,16,0,0,0,0,51,0
2015-06-28,0,0,0,0,0,51,0,34,0,0,0,0,54,0,0,30,0,0,30,0,0,0,0,0,0,0,0,26,0,26,0,59,0,0,0,0,0,0,27,0,26,0,0,52,0,0,53,0,0,0,0,0,0,0,6,0,0,0,46,0,0,0,0,0,27,0,0,0,0,0,0,38,0,0,0,57,29,0,0,0,0,35,0,0,0,55,0,0,27,0,0,89,0,0,0,0,0,0,0,0,0,0,29,0,0,0,61,51,0,31,0,0,0,0,0,0,0,0,0,45,0,27,0,27,0,0,50,0,0,0,0,27,0,27,0,0,0,0,69,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,45,0,43,0,0,0,0,0,0,0,0,21,0,45,0,0,0,52,0,0,34,0,0,0,0,64,0,0,0,0,0,0,0,0,69,0,0,0,0,55,0,0,0,14,75,0,14,100,33,0,33,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,68,18,0,0,0,0,0,0
2015-07-05,0,0,0,33,0,65,0,33,0,0,0,0,26,0,0,58,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,26,0,0,0,0,100,0,0,33,0,0,90,0,0,17,0,0,0,0,17,0,0,0,29,0,0,0,0,0,51,0,0,69,35,0,0,0,0,0,0,0,55,0,0,0,0,34,0,0,34,79,0,0,26,0,21,21,0,0,0,0,0,0,0,43,0,0,28,0,0,0,30,30,0,30,0,0,0,0,0,0,0,0,0,43,0,27,0,26,0,0,36,0,0,0,0,26,0,69,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,41,0,33,0,0,0,33,0,0,99,0,0,0,0,33,0,0,37,0,0,0,33,0,49,0,0,0,0,0,0,0,0,14,86,0,36,32,0,0,32,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,72,13,0,0,0,0,51,0
2015-07-12,0,0,0,33,0,33,0,33,0,0,0,0,26,0,0,29,0,0,73,0,0,0,0,0,42,0,0,25,0,0,0,28,0,0,0,52,0,0,52,0,86,0,0,25,0,0,39,0,0,0,0,0,0,0,11,0,0,0,32,0,0,0,0,0,26,0,34,35,0,0,0,74,0,0,0,27,27,0,0,0,0,33,0,0,34,26,0,0,0,0,21,49,0,0,0,0,0,0,0,0,0,0,37,0,0,0,29,45,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,26,0,0,24,0,0,0,0,0,0,43,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,15,0,0,0,0,0,41,0,0,0,0,0,0,0,0,34,0,32,0,0,0,33,0,0,33,0,0,0,0,55,0,0,0,37,0,0,33,0,0,0,0,0,0,0,0,0,0,14,27,0,31,32,0,32,42,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,52,16,0,0,0,0,38,0
2015-07-19,0,0,0,0,0,33,0,0,0,0,0,0,65,0,0,29,0,0,44,0,0,0,0,0,64,0,0,25,0,50,0,48,0,0,0,53,0,0,66,0,76,0,0,51,0,0,63,0,0,17,0,0,0,0,13,0,0,0,52,0,0,0,0,0,52,0,35,0,0,0,0,38,0,0,0,0,28,0,0,0,0,57,0,0,51,27,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,28,0,0,30,30,60,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,27,0,0,24,0,0,0,0,26,0,52,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,51,0,0,0,0,0,0,0,0,23,16,0,0,0,44,0,52,0,0,0,0,0,0,0,0,77,0,44,0,0,0,33,0,0,100,0,0,0,0,22,0,0,76,37,0,0,0,0,33,0,0,0,0,0,0,0,0,14,23,0,37,49,0,33,32,0,40,0,0,0,0,0,0,0,51,0,0,0,0,0,75,0,0,57,5,0,0,0,0,39,0
2015-07-26,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,42,0,0,0,0,25,0,66,0,0,0,0,0,0,52,0,25,0,0,24,0,0,78,0,0,0,0,0,0,0,8,0,0,0,47,0,0,0,0,0,26,69,0,0,34,0,0,73,0,0,0,0,27,0,0,0,0,0,0,0,34,26,0,0,26,0,21,53,0,0,0,0,0,0,0,42,0,0,42,0,0,0,0,0,0,39,0,0,27,0,0,0,0,0,0,43,0,26,0,52,0,0,24,0,0,0,0,26,0,50,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,43,0,27,0,0,0,0,0,0,0,0,48,0,32,0,0,0,65,0,0,33,0,0,0,0,33,0,0,37,37,0,0,32,0,33,0,0,0,0,0,0,0,0,0,72,0,20,63,0,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,95,22,0,0,0,0,25,0
2015-08-02,0,0,0,33,0,32,0,65,0,0,0,0,0,0,0,59,0,0,58,0,0,0,0,0,84,0,0,25,0,25,0,38,0,0,0,26,0,0,52,0,25,0,0,25,0,0,62,0,0,25,0,0,0,0,15,0,0,0,38,0,0,0,0,0,26,0,34,35,35,0,0,0,0,0,0,28,27,0,0,0,0,67,0,0,33,26,0,0,0,0,0,50,0,0,0,0,0,0,0,64,0,0,70,0,0,30,30,40,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,79,0,0,48,0,0,0,0,0,0,43,0,0,0,0,67,0,0,21,0,0,0,0,0,0,0,0,0,51,0,0,0,0,0,0,23,16,0,0,0,43,0,21,0,0,0,0,0,0,0,0,55,0,0,0,0,0,33,0,0,0,0,0,0,0,72,0,0,37,37,0,0,0,0,33,0,0,0,0,0,0,0,0,13,54,0,27,48,0,0,0,32,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,6,0,0,0,0,51,0
2015-08-09,0,0,0,33,0,97,0,0,0,0,0,0,26,0,0,29,0,0,29,0,0,0,0,0,0,0,0,25,0,49,0,38,0,0,0,0,0,0,52,0,49,0,0,0,0,0,56,0,0,0,6,0,0,0,14,0,0,0,19,0,0,0,0,0,26,0,51,0,34,0,0,73,0,0,0,0,0,0,0,0,0,33,0,0,33,26,0,0,0,0,63,84,0,0,0,0,0,0,0,0,0,0,28,0,0,0,44,73,0,30,0,0,27,0,0,0,0,0,0,29,0,39,0,78,0,0,24,0,0,0,0,25,0,26,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,61,0,0,0,0,0,0,0,0,34,0,64,0,0,0,0,0,0,33,0,0,0,0,61,0,0,37,73,0,0,0,0,65,0,0,0,0,0,0,0,0,13,40,0,40,32,0,0,63,32,39,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,100,9,0,0,0,0,38,0
2015-08-16,0,0,0,0,0,53,0,64,0,0,0,0,25,0,0,57,0,0,57,0,0,0,0,0,0,0,0,0,0,24,0,56,0,0,0,25,0,0,26,0,40,0,0,24,0,0,44,0,0,0,0,0,0,0,11,0,0,0,50,0,0,0,0,0,25,0,34,34,0,0,0,36,0,0,0,0,40,0,0,0,0,32,0,0,0,64,0,0,26,0,21,41,0,0,0,0,0,0,0,42,0,0,41,0,0,0,0,58,0,29,0,0,0,0,0,0,0,0,0,56,0,26,0,26,0,0,47,0,0,0,0,25,0,42,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,42,0,40,0,0,0,0,0,0,0,0,40,0,32,0,0,0,48,0,0,32,0,0,0,0,49,0,0,36,36,0,0,0,0,32,0,0,0,0,0,0,0,0,13,66,0,22,41,0,0,62,31,26,0,0,0,0,0,0,0,49,0,0,0,0,0,36,0,0,89,15,0,0,0,0,25,0
2015-08-23,0,0,0,0,0,32,0,32,0,0,0,0,50,0,0,28,0,0,56,0,0,0,0,0,80,0,0,24,0,24,0,64,0,0,0,50,0,0,25,0,36,0,0,24,0,0,60,0,0,0,0,0,0,0,16,0,0,0,18,0,0,0,0,0,25,0,50,34,100,0,0,53,0,0,0,0,27,0,0,0,0,0,0,0,33,50,0,0,25,0,20,20,0,0,0,0,0,0,0,41,0,0,41,0,0,0,29,42,0,28,0,0,0,0,0,0,0,0,0,0,0,25,0,25,0,0,69,0,0,0,0,49,0,37,0,0,0,0,64,0,0,40,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,29,15,0,0,0,0,0,20,0,0,0,0,0,0,0,0,53,0,31,0,0,0,53,0,0,0,0,0,0,0,37,0,0,36,0,0,0,0,0,0,0,0,0,0,49,0,0,0,13,30,0,35,31,0,0,41,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,90,15,0,0,0,0,25,0
2015-08-30,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,27,0,0,46,0,0,0,0,0,79,0,0,0,0,0,0,18,0,0,0,25,0,0,0,0,31,0,0,23,0,0,48,0,0,16,0,0,0,0,5,0,0,0,36,0,0,0,0,0,24,0,49,0,44,0,0,35,0,0,0,39,0,0,0,0,0,63,0,0,32,41,0,0,37,0,0,100,0,0,0,0,0,0,0,41,0,0,26,0,0,0,28,70,0,0,0,0,25,0,0,0,0,0,0,54,0,50,0,50,0,0,23,0,0,0,0,24,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,15,0,0,0,41,0,19,0,0,0,0,0,0,0,0,39,0,31,0,0,0,42,0,0,31,0,0,0,0,52,0,0,53,35,0,0,31,0,0,0,0,0,0,0,0,0,0,13,38,0,43,30,0,0,90,0,25,0,0,0,0,0,0,0,47,0,0,0,0,0,35,0,0,91,12,0,0,0,0,36,0
2015-09-06,0,0,0,32,0,47,0,47,0,0,0,0,37,0,0,0,0,0,37,0,0,0,0,0,40,0,0,0,0,47,0,37,0,0,0,0,0,0,100,0,24,0,0,0,0,0,54,0,0,0,0,0,0,0,7,0,0,0,36,0,0,0,0,0,24,0,0,33,50,0,0,36,0,0,0,79,0,0,0,0,0,32,0,0,53,37,0,0,0,0,0,30,0,0,0,0,0,0,0,41,0,0,27,0,0,0,28,57,0,28,0,0,26,0,0,0,0,0,0,46,0,0,0,25,0,0,23,0,0,0,0,37,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,41,0,29,0,0,0,0,0,0,0,0,26,0,31,0,0,0,47,0,0,0,0,0,0,0,32,0,0,0,35,0,0,0,0,62,0,0,0,0,0,0,0,0,13,39,0,39,61,30,0,30,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,97,15,0,0,0,0,24,0
